--------------------------------------------------
Socket0:	 LL:  13672	LR: 61080	RL:13822643	RR:101863212	ERR:     0	 (0 0 11 87)
Socket1:	 LL:      0	LR:     0	RL:6782885	RR:108977722	ERR:     0	 (0 0 5 94)
Socket2:	 LL:      0	LR:     0	RL:94184898	RR:21575709	ERR:     0	 (0 0 81 18)
Socket3:	 LL: 955453	LR:114730402	RL:  1056	RR: 73696	ERR:     0	 (0 99 0 0)
--------------------------------------------------
Socket0:	 LL:  13672	LR: 61080	RL:13822643	RR:101863212	ERR:     0	 (0 0 11 87)
Socket1:	 LL:      0	LR:     0	RL:6782885	RR:108977722	ERR:     0	 (0 0 5 94)
Socket2:	 LL:      0	LR:     0	RL:94184898	RR:21575709	ERR:     0	 (0 0 81 18)
Socket3:	 LL: 955453	LR:114730402	RL:  1056	RR: 73696	ERR:     0	 (0 99 0 0)
--------------------------------------------------
Socket0:	 LL:  13672	LR: 61080	RL:13822643	RR:101863212	ERR:     0	 (0 0 11 87)
Socket1:	 LL:      0	LR:     0	RL:6782885	RR:108977722	ERR:     0	 (0 0 5 94)
Socket2:	 LL:      0	LR:     0	RL:94184898	RR:21575709	ERR:     0	 (0 0 81 18)
Socket3:	 LL: 955453	LR:114730402	RL:  1056	RR: 73696	ERR:     0	 (0 99 0 0)
