--------------------------------------------------
Socket0:	 LL:      0	LR:     0	RL:13541903	RR:102719935	ERR:     0	 (0 0 11 88)
Socket1:	 LL:      0	LR:     0	RL:95275243	RR:20986595	ERR:     0	 (0 0 81 18)
Socket2:	 LL:      0	LR:     0	RL:6700094	RR:109561744	ERR:     0	 (0 0 5 94)
Socket3:	 LL: 744598	LR:115517240	RL:     0	RR:     0	ERR:     0	 (0 99 0 0)
--------------------------------------------------
Socket0:	 LL:      0	LR:     0	RL:13541903	RR:102719935	ERR:     0	 (0 0 11 88)
Socket1:	 LL:      0	LR:     0	RL:95275243	RR:20986595	ERR:     0	 (0 0 81 18)
Socket2:	 LL:      0	LR:     0	RL:6700094	RR:109561744	ERR:     0	 (0 0 5 94)
Socket3:	 LL: 744598	LR:115517240	RL:     0	RR:     0	ERR:     0	 (0 99 0 0)
--------------------------------------------------
Socket0:	 LL:      0	LR:     0	RL:13541903	RR:102719935	ERR:     0	 (0 0 11 88)
Socket1:	 LL:      0	LR:     0	RL:95275243	RR:20986595	ERR:     0	 (0 0 81 18)
Socket2:	 LL:      0	LR:     0	RL:6700094	RR:109561744	ERR:     0	 (0 0 5 94)
Socket3:	 LL: 744598	LR:115517240	RL:     0	RR:     0	ERR:     0	 (0 99 0 0)

