--------------------------------------------------
Socket0:         LL: 24749126   LR:30009381     RL:2474449      RR:51048360     ERR:1048253      (22 27 2 47)
Socket1:         LL: 17317320   LR:2255331      RL:15088938     RR:73619727     ERR:1048253      (15 2 13 67)
Socket2:         LL: 9556414    LR:2951739      RL:7079309      RR:88693854     ERR:1048253      (8 2 6 81)
Socket3:         LL: 20208901   LR:1233104      RL:11806859     RR:75032452     ERR:1048253      (18 1 10 69)
--------------------------------------------------
Socket0:         LL: 23207110   LR:31440052     RL:3350233      RR:49919451     ERR:1412768      (21 29 3 46)
Socket1:         LL: 15764176   LR:3562698      RL:15770330     RR:72819642     ERR:1412768      (14 3 14 67)
Socket2:         LL: 8775721    LR:3721516      RL:8554399      RR:86865210     ERR:1412768      (8 3 7 80)
Socket3:         LL: 19213317   LR:2232256      RL:13281560     RR:73189713     ERR:1412768      (17 2 12 67)
--------------------------------------------------
Socket0:         LL: 22873957   LR:31806409     RL:3344251      RR:49986961     ERR:1318061      (21 29 3 46)
Socket1:         LL: 15514157   LR:3816629      RL:15590111     RR:73090681     ERR:1318061      (14 3 14 67)
Socket2:         LL: 8793193    LR:3704691      RL:9419864      RR:86093830     ERR:1318061      (8 3 8 79)
Socket3:         LL: 19208146   LR:2294396      RL:13267899     RR:73241137     ERR:1318061      (17 2 12 67)
--------------------------------------------------
Socket0:         LL: 22877557   LR:32439439     RL:3352943      RR:50335903     ERR:323797       (20 29 3 46)
Socket1:         LL: 15510829   LR:4128600      RL:15599417     RR:73766996     ERR:323797       (14 3 14 67)
Socket2:         LL: 8826298    LR:3709813      RL:10376053     RR:86093678     ERR:323797       (8 3 9 78)
Socket3:         LL: 19195838   LR:2317468      RL:13266907     RR:74225629     ERR:323797       (17 2 12 68)
--------------------------------------------------
Socket0:         LL: 22880590   LR:32643460     RL:3359027      RR:50446411     ERR:   151       (20 29 3 46)
Socket1:         LL: 15509839   LR:4229829      RL:15607458     RR:73982362     ERR:   151       (14 3 14 67)
Socket2:         LL: 8837516    LR:3711293      RL:10689724     RR:86090955     ERR:   151       (8 3 9 78)
Socket3:         LL: 19183758   LR:2333203      RL:13261576     RR:74550951     ERR:   151       (17 2 12 68)
--------------------------------------------------
Socket0:         LL: 22883033   LR:32641074     RL:3366291      RR:50439240     ERR:     0       (20 29 3 46)
Socket1:         LL: 15509365   LR:4230303      RL:15616692     RR:73973278     ERR:     0       (14 3 14 67)
Socket2:         LL: 8836848    LR:3711961      RL:10693791     RR:86087038     ERR:     0       (8 3 9 78)
Socket3:         LL: 19167471   LR:2349583      RL:13256147     RR:74556437     ERR:     0       (17 2 12 68)
--------------------------------------------------
Socket0:         LL: 22884947   LR:32639160     RL:3373252      RR:50432280     ERR:     0       (20 29 3 46)
Socket1:         LL: 15509164   LR:4230504      RL:15625311     RR:73964660     ERR:     0       (14 3 14 67)
Socket2:         LL: 8836522    LR:3712287      RL:10697726     RR:86083104     ERR:     0       (8 3 9 78)
Socket3:         LL: 19151031   LR:2366024      RL:13251686     RR:74560898     ERR:     0       (17 2 12 68)
--------------------------------------------------
Socket0:         LL: 22881791   LR:32642316     RL:3375010      RR:50430522     ERR:     0       (20 29 3 46)
Socket1:         LL: 15508994   LR:4230674      RL:15631739     RR:73958232     ERR:     0       (14 3 14 67)
Socket2:         LL: 8836369    LR:3712440      RL:10700637     RR:86080193     ERR:     0       (8 3 9 78)
Socket3:         LL: 19143647   LR:2373408      RL:13251452     RR:74561132     ERR:     0       (17 2 12 68)
--------------------------------------------------
Socket0:         LL: 22871887   LR:32652220     RL:3375282      RR:50430250     ERR:     0       (20 29 3 46)
Socket1:         LL: 15508892   LR:4230776      RL:15636696     RR:73953275     ERR:     0       (14 3 14 67)
Socket2:         LL: 8836294    LR:3712515      RL:10702258     RR:86078572     ERR:     0       (8 3 9 78)
Socket3:         LL: 19141351   LR:2375704      RL:13256979     RR:74555605     ERR:     0       (17 2 12 68)
